Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entitty_2_type,labels
gspe+drug exposed tissues exhibited minor residual damage or near total recovery.,acetaminophen,D000082,Chemical,necrosis,D009336,Disease,0
the mechanism of this  @DISEASE$  is uncertain but may involve the induction by  @CHEMICAL$  of an endoplasmic reticulum stress response with associated up-regulation of mhc-i expression and antigen presentation by muscle fibres.,statins,D019821,Chemical,myopathy,D009135,Disease,0
risk factors of  @DISEASE$  in preterm infants.,aminoglycosides,D000617,Chemical,sensorineural hearing loss,D006319,Disease,0
the in vitro data suggest that the site responsible for the decrease in  @DISEASE$  activity 24 h after gamma-hch may be the gaba-a receptor-linked chloride channel.,methyl 6,C034818,Chemical,seizure,D012640,Disease,0
"in the remaining 12 patients, localised computed tomography of the gall bladder showed that eight had stones with maximum attenuation scores of < 100 hounsfield units (values of < 100 hu predict cholesterol rich, dissolvable stones).",octreotide,D015282,Chemical,gall stones,D042882,Disease,0
the second case occurred in a 55-year-old farmer following cutaneous contact with dormex.,alcohol,D000431,Chemical,flushing of the face,D005483,Disease,0
"five days after the onset of the symptoms of meningitis, the patient aspirated stomach contents and needed endotracheal intubation.",suxamethonium,D013390,Chemical,hypersensitivity,D004342,Disease,0
the aim of the study was to clarify the incidence and severity of adverse cardiac effects to this treatment.,5-fu,D005472,Chemical,cardiovascular disease,D002318,Disease,0
the blood flow responses seem to be mediated by the release of acetylcholine and vip within the meninges.,capsaicin,D002211,Chemical,vascular dysfunctions,D002561,Disease,0
"also recorded were one case of  @DISEASE$  of the vein, which required treatment, and two cases of hypotension.",indocyanine green,D007208,Chemical,pain,D010146,Disease,0
"furthermore, it appears that striatal-resident microglia respond to  @CHEMICAL$  with an activation cascade and then return to a surveying state without undergoing apoptosis or migration.",meth,D008694,Chemical,neurodegeneration,D009422,Disease,0
"results: switches to hypomania or mania occurred in 27% of all patients (n = 12) (and in 24% of the subgroup of patients treated with ssris [8/33]); 16% (n = 7) experienced manic episodes, and 11% (n = 5) experienced hypomanic episodes.",antidepressant,D000928,Chemical,bipolar i,D001714,Disease,0
"after starting pge1 or tmp, map and rate pressure product (rpp) decreased significantly compared with preinfusion values (p < 0.",trimethaphan,D014294,Chemical,hypotension,D007022,Disease,0
methods: cholinergic convulsant sensitivity was examined in alcohol-na  ve withdrawal seizure-prone (wsp) and-resistant (wsr) mice.,neostigmine,D009388,Chemical,convulsions,D012640,Disease,0
"subsequently, acute cardiac arrest and fatal  @DISEASE$  occurred.",epinephrine,D004837,Chemical,subarachnoid hemorrhage,D013345,Disease,0
5%) cases of immediate  @CHEMICAL$  allergy with good tolerance of pg.,ax,D000658,Chemical,allergic reaction,D004342,Disease,0
serum samples from the first and second days contained 3.,carbachol,D002217,Chemical,hypotension,D007022,Disease,0
"0 mg/kg), and 2 lethalities occurred (one iv and one po) following the 7.",8-[(4-amino-l-methylbutyl)amino]- 5-(l-hexyloxy)-6-methoxy-4-methylquinoline,C068820,Chemical,myoglobinuria,D009212,Disease,0
"the most common toxicities encountered were transient serum transaminase and bilirubin elevations, neutropenia, and mucositis.",methotrexate,D008727,Chemical,seizures,D012640,Disease,0
"with paclitaxel doses of 200 mg/m2 and higher, granulocyte colony-stimulating factor 5 micrograms/kg/d is given (days 4 through 12).",taxol,D017239,Chemical,arthralgias,D018771,Disease,0
macrophage-migration inhibition (mif) test with  @CHEMICAL$  was positive.,ampicillin,D000667,Chemical,allergy,D004342,Disease,0
comprehensive clinical and developmental measurements were done.,dfu,C106876,Chemical,intrauterine growth retardation,D005317,Disease,0
brain ct revealed a periventricular low density area in the frontal white matter and moderate dilatation of the lateral ventricles especially at the bilateral anterior horns.,carmofur,C017367,Chemical,organic mental disorders,D019965,Disease,0
"the  @DISEASE$  cells at this time were well granulated, with vesiculated rough endoplasmic reticulum and markedly dilated golgi cisternae.",estrogen,D004967,Chemical,prolactinoma,D015175,Disease,0
enalapril but not  @CHEMICAL$  reduced blood pressure significantly.,nitrendipine,D009568,Chemical,albuminuria,D000419,Disease,0
"in contrast, mood switches were less frequent in patients receiving lithium (15%, 4/26) than in patients not treated with lithium (44%, 8/18; p = .",serotonin reuptake inhibitors,D017367,Chemical,bipolar,D001714,Disease,0
8 mg/dl before  @CHEMICAL$  therapy and 2.,srl,D020123,Chemical,proteinuria,D011507,Disease,0
"two weeks after the initiation of therapy, her hematocrit had decreased from 44.",omeprazole,D009853,Chemical,shortness of breath,D004417,Disease,0
mouse strain-dependent effect of  @CHEMICAL$  on motility and brain biogenic amines.,amantadine,D000547,Chemical,behavioral depression,D011596,Disease,0
"to further validate the hypothesis that the anti- @CHEMICAL$. effects of the novel ligands involved antagonism of sigma receptors, an antisense oligodeoxynucleotide against sigma1 receptors was also shown to significantly attenuate the  @DISEASE$  and locomotor stimulatory effects of  @CHEMICAL$..",cocaine,D003042,Chemical,convulsive,D012640,Disease,0
"treated rats were then evaluated for incidence, latency, and  @DISEASE$  pattern or for locomotor activity in animals without  @DISEASE$ s.",be,C005618,Chemical,seizure,D012640,Disease,0
there is a male preponderance and the peak incidence is in the fourth decade.,riboflavin,D012256,Chemical,peripheral nerve disease,D010523,Disease,0
serum samples from the first and second days contained 3.,carbachol,D002217,Chemical,bradycardia,D001919,Disease,0
"conclusions: this study demonstrates that chronic  @CHEMICAL$  nephropathy consists primarily of arteriolopathy manifesting as insudative hyalinosis of the arteriolar wall, and suggests that mild-type chronic  @CHEMICAL$  nephropathy is a condition which may lead to deterioration of renal allograft function.",fk506,D016559,Chemical,focal segmental glomerulosclerosis,D005923,Disease,0
fragments of necrotic endothelial cells were in the vascular lumens and in these there was loosening and breaking of tight cellular junctions.,sodium valproate,D014635,Chemical,encephalopathy,D001927,Disease,0
"atherosclerosis could produce gastric hemorrhagic ulcer via aggravation of gastric acid back-diffusion, lpo generation, histamine release and microvascular permeability that could be ameliorated by verapamil in rats.",vitamin d2,D004872,Chemical,atherosclerosis,D050197,Disease,0
5 mg/ml) were applied to the pial surface of the cortex of anaesthetized rats.,tamca,D014148,Chemical,generalized seizures,D012640,Disease,0
background: concerns about possible risks of switching to mania associated with antidepressants continue to interfere with the establishment of an optimal treatment paradigm for bipolar depression.,antidepressant,D000928,Chemical,bipolar i,D001714,Disease,0
"however, an increase of serum creatinine at various times postoperatively is more predictive of the development of crf or esrd.",tacrolimus,D016559,Chemical,nephrotoxic,D007674,Disease,0
"isolated myelopathy or peripheral neuropathy, or these manifestations occurring together, were infrequent.",clioquinol,D007464,Chemical,optic atrophy,D009896,Disease,0
it is referred to as a frontal lobe syndrome.,carmofur,C017367,Chemical,leukoencephalopathy,D056784,Disease,0
myoglobinuria was also observed following the 7.,wr242511,C068820,Chemical,hemoglobinuria,D006456,Disease,0
"alopecia, paresthesias, and arthralgias/myalgias have occurred frequently, but with one exception (a grade 3 myalgia) they have been grade 1 or 2.",paclitaxel,D017239,Chemical,arthralgias,D018771,Disease,0
"it was found that he was a poor metabolizer of all four drugs, indicating that their metabolism is under the same genetic control.",metoprolol,D008790,Chemical,av block,D054537,Disease,0
diagnosis of these patients can be achieved only if specific ax-related reagents are employed.,amoxicillin,D000658,Chemical,anaphylaxis,D000707,Disease,0
risk factors of  @DISEASE$  in preterm infants.,furosemide,D005665,Chemical,sensorineural hearing loss,D006319,Disease,0
the development of psychosis related to antiepileptic drug treatment is usually attributed to the interaction between the epileptic brain substratum and the antiepileptic drugs.,phenytoin,D010672,Chemical,psychotic symptoms,D011618,Disease,0
methods: thoracic aorta of male sprague-dawley rats was exposed to 0.,cacl(2),D002122,Chemical,taa,D017545,Disease,0
conclusions: pharmacokinetic differences in statins are an important consideration for assessing the risk of potential drug interactions.,amiodarone,D000638,Chemical,acute renal failure,D058186,Disease,0
"in recent years working memory deficits have been reported in users of  @CHEMICAL$  (3,4-methylenedioxymethamphetamine, ecstasy).",mdma,D018817,Chemical,impaired social and emotional judgement processes,D003072,Disease,0
phase ii study of the amsacrine analogue ci-921 ((@CHEMICAL$)) in non-small cell lung cancer.,nsc 343499,C042315,Chemical,phlebitis,D010689,Disease,0
"at the end of the procedure, group a (n = 20) had 20 mg/0.",gentamicin,D005839,Chemical,nausea,D009325,Disease,0
brainstem auditory evoked potentials (baeps) were routinely used to monitor cochlear nerve function during these operations.,papaverine,D010208,Chemical,adverse effect on the proximal eighth nerve,D000160,Disease,0
the patient has been followed for six years and has required pharmacologic doses of pyridoxine to control her behavior.,isoniazid,D007538,Chemical,behavioral disorder,D002653,Disease,0
"newborn female wistar rats were fed a lithium-containing diet (50 mmol/kg) for 8 weeks and then randomized to normal diet, hp diet (40 vs.",li,D008094,Chemical,hypertension,D006973,Disease,0
a total of 167 courses at doses of 15 to 70 mg/m2 were evaluable.,doxorubicin,D004317,Chemical,granulocytopenia,D000380,Disease,0
mild  @DISEASE$  (so2<90%) was the most common event (11 patients); 3 patients (2%) presented transient  @DISEASE$  due to upper airway obstruction by probe introduction and 8 (5.,mz,D008874,Chemical,hypoxia,D000860,Disease,0
background: vasopressor agents are used to correct anesthesia-induced hypotension.,phenylephrine,D010656,Chemical,reduces frontal lobe oxygenation,D002534,Disease,0
gemcitabine plus vinorelbine in nonsmall cell lung carcinoma patients age 70 years or older or patients who cannot receive cisplatin.,gemcitabine,C056507,Chemical,neurotoxicity,D020258,Disease,0
