Sentence,entity_1_name,entity_1_id,entity_1_type,entity_2_name,entity_2_id,entity_2_type,labels
"in this retrospective single-centre analysis, patients with relapsed or refractory hl treated with  @CHEMICAL$  1,000 mg/m(2) day (d)1, d8 and d15; methylprednisolone 1,000 mg d1-5; and cisplatin 100 mg/m(2) d15, every 28 days (gem-p) were included.",gemcitabine,C056507,Chemical,thrombocytopenia,D013921,Disease,0
hips-cms were seeded onto mea and fpd was measured for 2min every 10min for 30min after drug exposure for the vehicle and each drug concentration.,terfenadine,D016593,Chemical,tdp,D016171,Disease,0
interpretation: the previously reported increase in odds ratio associated with third-generation ocs when compared with second-generation products is likely to have been the result of residual confounding by age.,oral contraceptives,D003276,Chemical,venous thromboembolism,D054556,Disease,0
this article presents a patient with hypoparathyroidism who was treated with  @CHEMICAL$  and calcitriol resulting in two admissions to the hospital for milk-alkali syndrome.,calcium carbonate,D002119,Chemical,hypercalcemic emergency,D006934,Disease,0
"01), and at 30 minutes after  @CHEMICAL$  (-32 (5.",dobutamine,D004280,Chemical,left ventricular dysfunction,D018487,Disease,0
analysis is reported on 37 patients with a minimum of 6 months follow-up who received a total of 192 cycles of tfl: nine cycles (5%) were associated with grade 3/4  @DISEASE$  requiring hospitalization; seven (4%) cycles in two patients required granulocyte colony-stimulating factor due to  @DISEASE$ ; no patient required platelet transfusions.,5-fluorouracil,D005472,Chemical,neutropenia,D009503,Disease,0
milk-alkali syndrome was first described 70 years ago in the context of the treatment of  @DISEASE$  with large amounts of calcium and alkali.,omeprazole,D009853,Chemical,peptic ulcer disease,D010437,Disease,0
"the overall response rate was 38%, the median time to response was 10 weeks, the median duration of response was 26 weeks, and the median survival was 37 weeks.",doxil,D004317,Chemical,constipation,D003248,Disease,0
the patient was successfully treated with intravenous pamidronate on his first admission and with hydrocortisone on the second.,calcium,D002118,Chemical,renal impairment,D007674,Disease,0
"an integrated characterization of serological, pathological, and functional events in doxorubicin-induced cardiotoxicity.",dox,D004317,Chemical,lv dysfunction,D018487,Disease,0
the doses calculated to cause 50% reversal of  @DISEASE$  (ed50) were 7.,streptozotocin,D013311,Chemical,hyperalgesia,D006930,Disease,0
syndrome of inappropriate antidiuretic hormone secretion associated with  @CHEMICAL$..,desvenlafaxine,C086816,Chemical,siadh,D007177,Disease,0
there was no difference in the maximum double product (p = 0.,dobutamine,D004280,Chemical,left ventricular dysfunction,D018487,Disease,0
"in order to quantify the incidence of these cardiac events, we performed a meta-analysis of clinical trials comparing vnr with other chemotherapeutic agents in the treatment of various malignancies.",vinorelbine,C030852,Chemical,cardiotoxic,D066126,Disease,0
"the concentration of serum potassium was high, and normal sinus rhythm was restored after correction of the serum potassium level.",spironolactone,D013148,Chemical,hyperkalemia,D006947,Disease,0
"male sprague-dawley rats, uninephrectomized three weeks before, received daily injections of subcutaneous  @CHEMICAL$  (1 mg/100 g body wt) and intravenous ps (2 separated doses of 2.",amns,D011692,Chemical,focal segmental glomerular sclerosis,D005923,Disease,0
01) in p75(ntr) mrna in drg with intermediate and chronic  @CHEMICAL$--induced cystitis.,cyp,D003520,Chemical,bladder inflammation,D003556,Disease,0
it has been suggested that the ectopic hilar granule cells could contribute to the spontaneous seizures that ultimately develop after  @DISEASE$..,pilocarpine,D010862,Chemical,status epilepticus,D013226,Disease,0
"carboplatin did not appear to add to the hematologic toxicities observed, and the paclitaxel/carboplatin combination could be dosed every 3 weeks.",paclitaxel,D017239,Chemical,arthralgia,D018771,Disease,0
"before admission, he had been taking  @CHEMICAL$  and bendazac lysine due to retinal vein occlusion at ophthalmologic department.",nicergoline,D009530,Chemical,renal failure,D051437,Disease,0
"side effects of hysterosalpingography with dimer-x, hexabrix, vasurix polyvidone and  @CHEMICAL$  in 142 consecutive patients, receiving one of the four tested media were evaluated from replies to postal questionnaires.",endografine,C006753,Chemical,abdominal pain,D015746,Disease,0
"after one week of therapy, he was transferred to the intensive care unit with cardiopulmonary compromise related to superior vena cava (svc) syndrome.",heparin,D006493,Chemical,thrombocytopenia,D013921,Disease,0
results: no reaction was observed with placebo and eight patients (88.,n,C012655,Chemical,cutaneous reactions,D003875,Disease,0
the large changes in total power of pupillary oscillation occurred a few days before the patient became fully manic.,dep,D004053,Chemical,mania,D001714,Disease,0
"by 48-72 h, astrocytes surrounding the lesion increased in size, and polymorphic phagocytotic cells invaded the damaged area.",pilocarpine,D010862,Chemical,damage of substantia nigra pars reticulata,D001930,Disease,0
"participants completed a drug history questionnaire, beck  @DISEASE$  inventory, barratt impulsiveness scale, pittsburgh sleep quality index, and wechsler memory scale-revised which, in total, provided 13 psychometric measures.",ecstasy,D018817,Chemical,depression,D003866,Disease,0
group 6 received cocaine and  @CHEMICAL$  followed by 10 mg/kg flumazenil.,diazepam,D003975,Chemical,seizures,D012640,Disease,0
ccb was reduced in wky and shr after lv administration of avp during sn-induced hypotension.,phe,D010656,Chemical,hypertension,D006973,Disease,0
patients' characteristics were: male/female ratio 20/13; median age 57 (27-75) years; median who status 1 (0-2).,5-fu,D005472,Chemical,hand-foot syndrome,D060831,Disease,0
conclusion: there was a high risk of psychosis in patients with  @CHEMICAL$  dependence.,methamphetamine,D008694,Chemical,antisocial personality,D000987,Disease,0
"however, serious adverse effects, including torsade de pointes (tdp), have been reported.",bepridil hydrochloride,D015764,Chemical,qt prolongation,D008133,Disease,0
to best of our knowledge this is the second case of fatal  @CHEMICAL$  induced myocarditis reported in english literature.,carbamazepine,D002220,Chemical,hypersensitivity,D004342,Disease,0
in the insulin-group the period of hypoglycaemia was associated with an increase in heart-rate and a fall in diastolic blood-pressure.,propranolol,D011433,Chemical,hypertension,D006973,Disease,0
"further, in experiment set up 2: where memory function was not affected i.e. 7-9 days after  @CHEMICAL$  treatment.",stz,D013311,Chemical,memory impaired,D008569,Disease,0
a role for nerve growth factor (ngf) in contributing to increased voiding frequency and altered sensation from the urinary bladder has been suggested.,cyclophosphamide,D003520,Chemical,urinary bladder inflammation,D003556,Disease,0
four groups of rats (n = 7) were studied: jj and jj rats treated either with  @CHEMICAL$  300 mg/kg every other day or sham-treated.,aspirin,D001241,Chemical,nephropathy,D007674,Disease,0
these symptoms may be due to 'sensitisation' following repeated levodopa treatment or a direct effect of dopamine on the disease state.,mptp,D015632,Chemical,parkinsonian disability,D020734,Disease,0
lf prevented body weight loss and significantly reduced the elevated plasma h2o2 and increased frap values.,dex,D003907,Chemical,hypertension,D006973,Disease,0
despite adequate oral dosage of dph (5 mg/kg/daily) the plasma level was very low (2.,phenytoin,D010672,Chemical,encephalopathy,D001927,Disease,0
"dosage groups of 15, 30, 50, 75, 100, 125, 150, 175 or 200 microg  @CHEMICAL$  were assigned to blocks of three women according to the continual reassessment method (crm).",carbetocin,C020731,Chemical,blood loss,D006473,Disease,0
"however, the results of the width of the gap43-ir band in the iml showed that chx+pilo and control animals had a significantly larger band (p = 0.",pilo,D010862,Chemical,status epilepticus,D013226,Disease,0
this occlusion occurred after eaca therapy in a patient with sah and histopathological documentation of recurrent sah.,epsilon aminocaproic acid,D015119,Chemical,intracranial vascular thrombosis,D020767,Disease,0
"the purpose of the present study was to determine if elevated reactive oxygen (ros)/nitrogen species (rns) reported to be present in  @CHEMICAL$  (adr)-induced cardiotoxicity actually resulted in cardiomyocyte oxidative/nitrative damage, and to quantitatively determine the time course and subcellular localization of these postulated damage products using an in vivo approach.",adriamycin,D004317,Chemical,mitochondrial injury,D028361,Disease,0
"in addition, we assessed neurocognitive performances across tasks of learning, memory and executive functioning.",ecstasy,D018817,Chemical,impaired overnight memory,D008569,Disease,0
"however, serious adverse effects, including torsade de pointes ((@DISEASE$)), have been reported.",bpd,D015764,Chemical,tdp,D016171,Disease,0
"of these, clarithromycin was implicated in 23 (27.",metronidazole,D008795,Chemical,mania,D001714,Disease,0
"the total doses of acc-9653 or phenytoin sodium necessary to convert the arrhythmia to a normal sinus rhythm were 24 +/- 6 and 14 +/- 3 mg/kg, respectively.",ouabain,D010042,Chemical,ventricular tachycardia,D017180,Disease,0
"1,3-butadiene, cml and the t(9:22) translocation: a reality check.",1,C031763,Chemical,philadelphia chromosome,D010677,Disease,0
results: two hundred twenty-eight patients (42% men) with a mean age of 81.,warfarin,D014859,Chemical,hemorrhage,D006470,Disease,0
the purpose of this study was to determine if  @CHEMICAL$  formation is a requisite step in a @CHEMICAL$ -induced nephrotoxicity.,pap,C026729,Chemical,tubular necrosis,D007683,Disease,0
background: the activity of the combination of carboplatin and liposomal  @CHEMICAL$  was tested in a phase ii study of patients with recurrent cervical carcinoma.,doxorubicin,D004317,Chemical,mucositis,D052016,Disease,0
results: the cumulative incidence of persistent sterile leukocyturia (> or =75 cells/ micro l in at least 2 consecutive visits) after 96 weeks was 53%.,indinavir,D019469,Chemical,impairment of the renal function,D007674,Disease,0
they developed nephrotic syndrome and finally renal failure.,amns,D011692,Chemical,focal segmental glomerular sclerosis,D005923,Disease,0
"methods: 38 female wistar rats were injected with  @CHEMICAL$,, 40 mg/kg, twice a day for 9 days, 38 with  @CHEMICAL$, + pdtc, and 28 with 0.",gentamicin,D005839,Chemical,tubulointerstitial nephritis,D009395,Disease,0
one patient developed grade 3 diarrhea requiring hospitalization for hydration.,doxorubicin,D004317,Chemical,stomatitis,D013280,Disease,0
cox regression analysis of ihc scores found that only phospho akt (pakt) was a significant independent predictor of worse pfs.,rad001,C107135,Chemical,fatigue,D005221,Disease,0
"male wistar rats were randomly assigned to one of 5 groups (n=6): normal control and groups were injected  @CHEMICAL$  after chronic pre-treatment with 0, 25, 50, or 100mg/kg of metformin twice daily for 14 days.",isoproterenol,D007545,Chemical,left ventricular dysfunction,D018487,Disease,0
recurrent subarachnoid hemorrhage associated with aminocaproic acid therapy and  @DISEASE$..,epsilon aminocaproic acid,D015119,Chemical,acute renal artery thrombosis,D007674,Disease,0
9% of the subjects had a past history of  @DISEASE$  and 13.,methamphetamine,D008694,Chemical,psychotic symptoms,D011605,Disease,0
"caco3 dosage, calculated dietary calcium intake, and circulating levels of vitamin d metabolites were similar in both groups.",caco3,D002119,Chemical,hypercalcemia,D006934,Disease,0
after hypotension there was no rebound phenomenon in either blood pressure or heart rate.,i,D007530,Chemical,hypotensive,D007022,Disease,0
05) and more nonviral  @DISEASE$  (p less than 0.,aza,D001379,Chemical,infections,D007239,Disease,0
piperacillin-induced encephalopathy should be considered in any uremic patients with unexplained neurological manifestations.,piperacillin/tazobactam,C085143,Chemical,tremor,D014202,Disease,0
